SampleNumber,Site,CollectDate,Test,Param,NumericResult,Results_Units,OrderDetails_User1,OrderDetails_User2,OrderDetails_User3,OrderDetails_User4,Instrument,RepLimit,Results_Method,AnalysisEmployee,AnalysisDate
2018050803-02,224 LA CB Meta,5/8/2018,pH,pH,6.439,SU,4.25,14,,,Fisher Scientific Accumet pH meter,,ELA-pH,lalsip,5/9/2018 12:00:00 AM
2018050803-02,224 LA CB Meta,5/8/2018,Phytoplankton taxonomy,Total Biomass,,mg/m^3,4.25,14,,,Zeiss invertoscope inverted microscope,,ELA-Phytoplankton taxonomy,,
2018050803-02,224 LA CB Meta,5/8/2018,SRSi,SRSi,0.36,mg/L,4.25,14,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,bcooney,6/7/2018 12:00:00 AM
2018050803-02,224 LA CB Meta,5/8/2018,TDP,TDP,2.9,µg/L,4.25,14,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,rnykvist,5/11/2018 12:00:00 AM
2018050803-03,224 LA CB 5m,5/8/2018,Alk,Alk,106.8,µEq/L,,,,,"Mantech PC-Titration Plus System	",6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2018050803-03,224 LA CB 5m,5/8/2018,Anions,Cl,0.19,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2018050803-03,224 LA CB 5m,5/8/2018,Anions,SO4,1.3,mg/L,,,,,Dionex DX-600 Ion Chromatography,0.04,UA-ClSO4,BASL - UAlberta,
2018050803-03,224 LA CB 5m,5/8/2018,Archive,Archive,,,,,,,,,ELA-Archive,,
2018050803-03,224 LA CB 5m,5/8/2018,Cations,Ca,1.62,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018050803-03,224 LA CB 5m,5/8/2018,Cations,Fe,0,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018050803-03,224 LA CB 5m,5/8/2018,Cations,K,0.34,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018050803-03,224 LA CB 5m,5/8/2018,Cations,Mg,0.39,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018050803-03,224 LA CB 5m,5/8/2018,Cations,Mn,0,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018050803-03,224 LA CB 5m,5/8/2018,Cations,Na,0.64,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018050803-03,224 LA CB 5m,5/8/2018,Chla,Chla,1.98,µg/L,,,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,bcooney,6/19/2018 12:00:00 AM
2018050803-03,224 LA CB 5m,5/8/2018,DIC,DIC,187,µM,,,,,LI-820 LiCor gas analyzer,,ELA-DIC,bcooney,5/11/2018 12:00:00 AM
2018050803-03,224 LA CB 5m,5/8/2018,DOC,DOC,266,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/6/2019 12:00:00 AM
2018050803-03,224 LA CB 5m,5/8/2018,NO2,NO2-N,0,µg/L,,,,,Autoanalyzer II,0.46,ELA-NO2/NO3,shavens,5/29/2018 12:00:00 AM
2018050803-03,224 LA CB 5m,5/8/2018,NO3,NO3-N,3,µg/L,,,,,Autoanalyzer II,1.12,ELA-NO2/NO3,shavens,5/29/2018 12:00:00 AM
2018050803-03,224 LA CB 5m,5/8/2018,Part C/N,Part C,621,µg/L,,,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018050803-03,224 LA CB 5m,5/8/2018,Part C/N,Part N,59,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018050803-03,224 LA CB 5m,5/8/2018,Part P,Part P,6,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,2/5/2019 12:00:00 AM
2018050803-03,224 LA CB 5m,5/8/2018,pH,pH,6.747,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,lalsip,5/9/2018 12:00:00 AM
2018050803-03,224 LA CB 5m,5/8/2018,SRSi,SRSi,0.311,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,bcooney,6/7/2018 12:00:00 AM
2018050803-03,224 LA CB 5m,5/8/2018,TDP,TDP,2.2,µg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,bcooney,5/11/2018 12:00:00 AM
2018050803-04,224 LA CB 10m,5/8/2018,Alk,Alk,105.6,µEq/L,,,,,"Mantech PC-Titration Plus System	",6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2018050803-04,224 LA CB 10m,5/8/2018,Anions,Cl,0.21,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2018050803-04,224 LA CB 10m,5/8/2018,Anions,SO4,1.32,mg/L,,,,,Dionex DX-600 Ion Chromatography,0.04,UA-ClSO4,BASL - UAlberta,
2018050803-04,224 LA CB 10m,5/8/2018,Archive,Archive,,,,,,,,,ELA-Archive,,
2018050803-04,224 LA CB 10m,5/8/2018,Cations,Ca,1.64,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018050803-04,224 LA CB 10m,5/8/2018,Cations,Fe,0,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018050803-04,224 LA CB 10m,5/8/2018,Cations,K,0.36,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018050803-04,224 LA CB 10m,5/8/2018,Cations,Mg,0.39,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018050803-04,224 LA CB 10m,5/8/2018,Cations,Mn,0,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018050803-04,224 LA CB 10m,5/8/2018,Cations,Na,0.67,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018050803-04,224 LA CB 10m,5/8/2018,Chla,Chla,5.49,µg/L,,,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,bcooney,6/19/2018 12:00:00 AM
2018050803-04,224 LA CB 10m,5/8/2018,DIC,DIC,228,µM,,,,,LI-820 LiCor gas analyzer,,ELA-DIC,bcooney,5/11/2018 12:00:00 AM
2018050803-04,224 LA CB 10m,5/8/2018,DOC,DOC,269,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/6/2019 12:00:00 AM
2018050803-04,224 LA CB 10m,5/8/2018,NO2,NO2-N,0,µg/L,,,,,Autoanalyzer II,0.46,ELA-NO2/NO3,shavens,5/29/2018 12:00:00 AM
2018050803-04,224 LA CB 10m,5/8/2018,NO3,NO3-N,18,µg/L,,,,,Autoanalyzer II,1.12,ELA-NO2/NO3,shavens,5/29/2018 12:00:00 AM
2018050803-04,224 LA CB 10m,5/8/2018,Part C/N,Part C,664,µg/L,,,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018050803-04,224 LA CB 10m,5/8/2018,Part C/N,Part N,68,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018050803-04,224 LA CB 10m,5/8/2018,Part P,Part P,5,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,2/5/2019 12:00:00 AM
2018050803-04,224 LA CB 10m,5/8/2018,pH,pH,6.398,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,lalsip,5/9/2018 12:00:00 AM
2018050803-04,224 LA CB 10m,5/8/2018,SRSi,SRSi,0.365,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,bcooney,6/7/2018 12:00:00 AM
2018050803-04,224 LA CB 10m,5/8/2018,TDP,TDP,2.7,µg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,bcooney,5/11/2018 12:00:00 AM
2018050803-05,224 LA CB 15m,5/8/2018,Alk,Alk,102.8,µEq/L,,,,,"Mantech PC-Titration Plus System	",6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2018050803-05,224 LA CB 15m,5/8/2018,Anions,Cl,0.2,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2018050803-05,224 LA CB 15m,5/8/2018,Anions,SO4,1.36,mg/L,,,,,Dionex DX-600 Ion Chromatography,0.04,UA-ClSO4,BASL - UAlberta,
2018050803-05,224 LA CB 15m,5/8/2018,Archive,Archive,,,,,,,,,ELA-Archive,,
2018050803-05,224 LA CB 15m,5/8/2018,Cations,Ca,1.64,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018050803-05,224 LA CB 15m,5/8/2018,Cations,Fe,0.03,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018050803-05,224 LA CB 15m,5/8/2018,Cations,K,0.38,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018050803-05,224 LA CB 15m,5/8/2018,Cations,Mg,0.39,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018050803-05,224 LA CB 15m,5/8/2018,Cations,Mn,0,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018050803-05,224 LA CB 15m,5/8/2018,Cations,Na,0.67,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018050803-05,224 LA CB 15m,5/8/2018,Chla,Chla,4.72,µg/L,,,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,bcooney,6/19/2018 12:00:00 AM
2018050803-05,224 LA CB 15m,5/8/2018,DIC,DIC,290,µM,,,,,LI-820 LiCor gas analyzer,,ELA-DIC,bcooney,5/11/2018 12:00:00 AM
2018050803-05,224 LA CB 15m,5/8/2018,DOC,DOC,265,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/6/2019 12:00:00 AM
2018050803-05,224 LA CB 15m,5/8/2018,NO2,NO2-N,0,µg/L,,,,,Autoanalyzer II,0.46,ELA-NO2/NO3,shavens,5/29/2018 12:00:00 AM
2018050803-05,224 LA CB 15m,5/8/2018,NO3,NO3-N,41,µg/L,,,,,Autoanalyzer II,1.12,ELA-NO2/NO3,shavens,5/29/2018 12:00:00 AM
2018050803-05,224 LA CB 15m,5/8/2018,Part C/N,Part C,619,µg/L,,,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018050803-05,224 LA CB 15m,5/8/2018,Part C/N,Part N,70.5,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018050803-05,224 LA CB 15m,5/8/2018,Part P,Part P,6,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,2/5/2019 12:00:00 AM
2018050803-05,224 LA CB 15m,5/8/2018,pH,pH,6.266,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,lalsip,5/9/2018 12:00:00 AM
2018050803-05,224 LA CB 15m,5/8/2018,SRSi,SRSi,0.427,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,bcooney,6/7/2018 12:00:00 AM
2018050803-05,224 LA CB 15m,5/8/2018,TDP,TDP,1.8,µg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,bcooney,5/11/2018 12:00:00 AM
2018050803-06,224 LA CB 20m,5/8/2018,Alk,Alk,107,µEq/L,,,,,"Mantech PC-Titration Plus System	",6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2018050803-06,224 LA CB 20m,5/8/2018,Anions,Cl,0.21,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2018050803-06,224 LA CB 20m,5/8/2018,Anions,SO4,1.41,mg/L,,,,,Dionex DX-600 Ion Chromatography,0.04,UA-ClSO4,BASL - UAlberta,
2018050803-06,224 LA CB 20m,5/8/2018,Archive,Archive,,,,,,,,,ELA-Archive,,
2018050803-06,224 LA CB 20m,5/8/2018,Cations,Ca,1.64,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018050803-06,224 LA CB 20m,5/8/2018,Cations,Fe,0.09,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018050803-06,224 LA CB 20m,5/8/2018,Cations,K,0.36,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018050803-06,224 LA CB 20m,5/8/2018,Cations,Mg,0.39,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018050803-06,224 LA CB 20m,5/8/2018,Cations,Mn,0.026,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018050803-06,224 LA CB 20m,5/8/2018,Cations,Na,0.67,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018050803-06,224 LA CB 20m,5/8/2018,Chla,Chla,2.37,µg/L,,,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,bcooney,6/19/2018 12:00:00 AM
2018050803-06,224 LA CB 20m,5/8/2018,DIC,DIC,351,µM,,,,,LI-820 LiCor gas analyzer,,ELA-DIC,bcooney,5/11/2018 12:00:00 AM
2018050803-06,224 LA CB 20m,5/8/2018,DOC,DOC,260,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/6/2019 12:00:00 AM
2018050803-06,224 LA CB 20m,5/8/2018,NO2,NO2-N,0,µg/L,,,,,Autoanalyzer II,0.46,ELA-NO2/NO3,shavens,5/29/2018 12:00:00 AM
2018050803-06,224 LA CB 20m,5/8/2018,NO3,NO3-N,70,µg/L,,,,,Autoanalyzer II,1.12,ELA-NO2/NO3,shavens,5/29/2018 12:00:00 AM
2018050803-06,224 LA CB 20m,5/8/2018,Part C/N,Part C,658.9,µg/L,,,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018050803-06,224 LA CB 20m,5/8/2018,Part C/N,Part N,65.7,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018050803-06,224 LA CB 20m,5/8/2018,Part P,Part P,8,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,2/5/2019 12:00:00 AM
2018050803-06,224 LA CB 20m,5/8/2018,pH,pH,6.147,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,lalsip,5/9/2018 12:00:00 AM
2018050803-06,224 LA CB 20m,5/8/2018,SRSi,SRSi,0.545,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,bcooney,6/7/2018 12:00:00 AM
2018050803-06,224 LA CB 20m,5/8/2018,TDP,TDP,1.8,µg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,bcooney,5/11/2018 12:00:00 AM
2018050803-07,224 LA CB 25m,5/8/2018,Alk,Alk,118.8,µEq/L,,,,,"Mantech PC-Titration Plus System	",6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2018050803-07,224 LA CB 25m,5/8/2018,Anions,Cl,0.2,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2018050803-07,224 LA CB 25m,5/8/2018,Anions,SO4,1.37,mg/L,,,,,Dionex DX-600 Ion Chromatography,0.04,UA-ClSO4,BASL - UAlberta,
2018050803-07,224 LA CB 25m,5/8/2018,Archive,Archive,,,,,,,,,ELA-Archive,,
2018050803-07,224 LA CB 25m,5/8/2018,Cations,Ca,1.68,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018050803-07,224 LA CB 25m,5/8/2018,Cations,Fe,0.37,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018050803-07,224 LA CB 25m,5/8/2018,Cations,K,0.38,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018050803-07,224 LA CB 25m,5/8/2018,Cations,Mg,0.39,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018050803-07,224 LA CB 25m,5/8/2018,Cations,Mn,0.1538,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018050803-07,224 LA CB 25m,5/8/2018,Cations,Na,0.7,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018050803-07,224 LA CB 25m,5/8/2018,Chla,Chla,6.11,µg/L,,,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,bcooney,6/19/2018 12:00:00 AM
2018050803-07,224 LA CB 25m,5/8/2018,DIC,DIC,510,µM,,,,,LI-820 LiCor gas analyzer,,ELA-DIC,bcooney,5/11/2018 12:00:00 AM
2018050803-07,224 LA CB 25m,5/8/2018,DOC,DOC,235,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/6/2019 12:00:00 AM
2018050803-07,224 LA CB 25m,5/8/2018,NO2,NO2-N,2,µg/L,,,,,Autoanalyzer II,0.46,ELA-NO2/NO3,shavens,5/29/2018 12:00:00 AM
2018050803-07,224 LA CB 25m,5/8/2018,NO3,NO3-N,65,µg/L,,,,,Autoanalyzer II,1.12,ELA-NO2/NO3,shavens,5/29/2018 12:00:00 AM
2018050803-07,224 LA CB 25m,5/8/2018,Part C/N,Part C,2540.8,µg/L,,,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018050803-07,224 LA CB 25m,5/8/2018,Part C/N,Part N,209.4,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018050803-07,224 LA CB 25m,5/8/2018,Part P,Part P,33,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,2/5/2019 12:00:00 AM
2018050803-07,224 LA CB 25m,5/8/2018,pH,pH,6.026,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,lalsip,5/9/2018 12:00:00 AM
2018050803-07,224 LA CB 25m,5/8/2018,SRSi,SRSi,0.838,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,bcooney,6/7/2018 12:00:00 AM
2018050803-07,224 LA CB 25m,5/8/2018,TDP,TDP,3.8,µg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,bcooney,5/11/2018 12:00:00 AM
2018050803-08,224 LA CB 10m,5/8/2018,Alk,Alk,105,µEq/L,,,,,"Mantech PC-Titration Plus System	",6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2018050803-08,224 LA CB 10m,5/8/2018,Anions,Cl,0.22,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2018050803-08,224 LA CB 10m,5/8/2018,Anions,SO4,1.33,mg/L,,,,,Dionex DX-600 Ion Chromatography,0.04,UA-ClSO4,BASL - UAlberta,
2018050803-08,224 LA CB 10m,5/8/2018,Archive,Archive,,,,,,,,,ELA-Archive,,
2018050803-08,224 LA CB 10m,5/8/2018,Cations,Ca,1.63,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018050803-08,224 LA CB 10m,5/8/2018,Cations,Fe,0,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018050803-08,224 LA CB 10m,5/8/2018,Cations,K,0.36,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018050803-08,224 LA CB 10m,5/8/2018,Cations,Mg,0.39,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018050803-08,224 LA CB 10m,5/8/2018,Cations,Mn,0,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018050803-08,224 LA CB 10m,5/8/2018,Cations,Na,0.66,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018050803-08,224 LA CB 10m,5/8/2018,Chla,Chla,4.81,µg/L,,,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,bcooney,6/19/2018 12:00:00 AM
2018050803-08,224 LA CB 10m,5/8/2018,DIC,DIC,223,µM,,,,,LI-820 LiCor gas analyzer,,ELA-DIC,bcooney,5/11/2018 12:00:00 AM
2018050803-08,224 LA CB 10m,5/8/2018,DOC,DOC,270,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/6/2019 12:00:00 AM
2018050803-08,224 LA CB 10m,5/8/2018,NO2,NO2-N,0,µg/L,,,,,Autoanalyzer II,0.46,ELA-NO2/NO3,shavens,5/29/2018 12:00:00 AM
2018050803-08,224 LA CB 10m,5/8/2018,NO3,NO3-N,18,µg/L,,,,,Autoanalyzer II,1.12,ELA-NO2/NO3,shavens,5/29/2018 12:00:00 AM
2018050803-08,224 LA CB 10m,5/8/2018,Part C/N,Part C,601,µg/L,,,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018050803-08,224 LA CB 10m,5/8/2018,Part C/N,Part N,59.6,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018050803-08,224 LA CB 10m,5/8/2018,Part P,Part P,6,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,2/5/2019 12:00:00 AM
2018050803-08,224 LA CB 10m,5/8/2018,pH,pH,6.44,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,lalsip,5/9/2018 12:00:00 AM
2018050803-08,224 LA CB 10m,5/8/2018,SRSi,SRSi,0.352,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,bcooney,6/7/2018 12:00:00 AM
2018050803-08,224 LA CB 10m,5/8/2018,TDP,TDP,2.7,µg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,bcooney,5/11/2018 12:00:00 AM
2018050804-01,305 LA CB Epi ,5/8/2018,Archive,Archive,,,0,3,,,,,ELA-Archive,,
2018050804-01,305 LA CB Epi ,5/8/2018,Chla,Chla,0.78,µg/L,0,3,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,bcooney,6/19/2018 12:00:00 AM
2018050804-01,305 LA CB Epi ,5/8/2018,DIC,DIC,241,µM,0,3,,,LI-820 LiCor gas analyzer,,ELA-DIC,bcooney,5/11/2018 12:00:00 AM
2018050804-01,305 LA CB Epi ,5/8/2018,DOC,DOC,359,µmol/L,0,3,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/6/2019 12:00:00 AM
2018050804-01,305 LA CB Epi ,5/8/2018,Part C/N,Part C,252.5,µg/L,0,3,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018050804-01,305 LA CB Epi ,5/8/2018,Part C/N,Part N,19.3,µg/L,0,3,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018050804-01,305 LA CB Epi ,5/8/2018,Part P,Part P,3,µg/L,0,3,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,2/5/2019 12:00:00 AM
2018050804-01,305 LA CB Epi ,5/8/2018,pH,pH,6.531,SU,0,3,,,Fisher Scientific Accumet pH meter,,ELA-pH,lalsip,5/9/2018 12:00:00 AM
2018050804-01,305 LA CB Epi ,5/8/2018,Phytoplankton taxonomy,Total Biomass,,mg/m^3,0,3,,,Zeiss invertoscope inverted microscope,,ELA-Phytoplankton taxonomy,,
2018050804-01,305 LA CB Epi ,5/8/2018,TDP,TDP,1.8,µg/L,0,3,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,bcooney,5/11/2018 12:00:00 AM
2018051401-01,373 LA CB Epi,5/14/2018,Alk,Alk,174.8,µEq/L,0,3,,,"Mantech PC-Titration Plus System	",6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2018051401-01,373 LA CB Epi,5/14/2018,Anions,Cl,0.19,mg/L,0,3,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2018051401-01,373 LA CB Epi,5/14/2018,Anions,SO4,1.43,mg/L,0,3,,,Dionex DX-600 Ion Chromatography,0.04,UA-ClSO4,BASL - UAlberta,
2018051401-01,373 LA CB Epi,5/14/2018,Archive,Archive,,,0,3,,,,,ELA-Archive,,
2018051401-01,373 LA CB Epi,5/14/2018,Cations,Ca,2.73,mg/L,0,3,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018051401-01,373 LA CB Epi,5/14/2018,Cations,Fe,0.02,mg/L,0,3,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018051401-01,373 LA CB Epi,5/14/2018,Cations,K,0.42,mg/L,0,3,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018051401-01,373 LA CB Epi,5/14/2018,Cations,Mg,0.59,mg/L,0,3,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018051401-01,373 LA CB Epi,5/14/2018,Cations,Mn,0,mg/L,0,3,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018051401-01,373 LA CB Epi,5/14/2018,Cations,Na,0.75,mg/L,0,3,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018051401-01,373 LA CB Epi,5/14/2018,Chla,Chla,1.06,µg/L,0,3,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,bcooney,6/19/2018 12:00:00 AM
2018051401-01,373 LA CB Epi,5/14/2018,DIC,DIC,213,µM,0,3,,,LI-820 LiCor gas analyzer,,ELA-DIC,lalsip,5/14/2018 12:00:00 AM
2018051401-01,373 LA CB Epi,5/14/2018,DOC,DOC,325,µmol/L,0,3,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/6/2019 12:00:00 AM
2018051401-01,373 LA CB Epi,5/14/2018,NO2,NO2-N,2,µg/L,0,3,,,Autoanalyzer II,0.46,ELA-NO2/NO3,rnykvist,5/23/2018 12:00:00 AM
2018051401-01,373 LA CB Epi,5/14/2018,NO3,NO3-N,5,µg/L,0,3,,,Autoanalyzer II,1.12,ELA-NO2/NO3,rnykvist,5/23/2018 12:00:00 AM
